iter	Passed	Remaining
340	3957	7647
341	3965	7628
342	3973	7610
343	3981	7593
344	3990	7576
345	3998	7558
346	4006	7538
347	4013	7519
348	4021	7501
349	4030	7484
350	4038	7467
351	4047	7450
352	4055	7432
353	4063	7414
354	4071	7397
355	4079	7379
356	4087	7361
357	4094	7343
358	4102	7325
359	4110	7306
360	4118	7289
361	4126	7271
362	4134	7254
363	4141	7236
364	4150	7220
365	4157	7202
366	4166	7186
367	4175	7170
368	4182	7152
369	4190	7134
370	4197	7116
371	4204	7097
372	4212	7080
373	4220	7063
374	4228	7048
375	4237	7033
376	4246	7017
377	4256	7003
378	4264	6987
379	4272	6971
380	4282	6956
381	4289	6940
382	4298	6924
383	4306	6908
384	4314	6892
385	4323	6876
386	4330	6859
387	4338	6843
388	4347	6827
389	4355	6812
390	4363	6797
391	4371	6780
392	4379	6764
393	4387	6748
394	4395	6732
395	4403	6717
396	4412	6702
397	4425	6693
398	4435	6680
399	4442	6664
400	4451	6648
401	4458	6632
402	4464	6614
403	4472	6598
404	4480	6582
405	4487	6565
406	4495	6549
407	4503	6534
408	4511	6518
409	4518	6501
410	4526	6487
411	4535	6472
412	4542	6456
413	4550	6441
414	4558	6425
415	4566	6410
416	4574	6394
417	4580	6378
418	4588	6361
419	4595	6346
420	4603	6331
421	4611	6316
422	4618	6300
423	4627	6286
424	4635	6271
425	4645	6259
426	4663	6257
427	4680	6255
428	4698	6254
429	4711	6246
430	4720	6232
431	4728	6217
432	4736	6202
433	4744	6187
434	4751	6171
435	4760	6157
436	4768	6143
437	4775	6127
438	4782	6111
439	4790	6097
440	4797	6081
441	4805	6066
442	4812	6050
443	4819	6035
444	4827	6020
445	4835	6006
446	4843	5991
447	4851	5977
448	4859	5963
449	4866	5947
450	4873	5932
451	4883	5920
452	4891	5905
453	4898	5891
454	4906	5876
455	4913	5862
456	4921	5847
457	4928	5831
458	4935	5817
459	4942	5802
460	4949	5787
461	4957	5772
462	4964	5757
463	4971	5742
464	4978	5728
465	4987	5714
466	4994	5700
467	5002	5686
468	5009	5671
469	5016	5657
470	5024	5643
471	5033	5630
472	5041	5617
473	5049	5603
474	5057	5589
475	5064	5575
476	5072	5562
477	5081	5548
478	5089	5535
479	5097	5522
480	5105	5509
481	5113	5495
482	5121	5481
483	5129	5468
484	5136	5454
485	5144	5440
486	5152	5427
487	5160	5414
488	5167	5399
489	5175	5386
490	5183	5373
491	5190	5359
492	5198	5346
493	5206	5332
494	5213	5319
495	5222	5306
496	5229	5292
497	5238	5280
498	5246	5267
499	5254	5254
500	5261	5240
501	5269	5227
502	5278	5215
503	5286	5202
504	5294	5189
505	5302	5176
506	5310	5163
507	5319	5151
508	5327	5139
509	5336	5127
510	5343	5113
511	5352	5101
512	5362	5090
513	5369	5077
514	5377	5064
515	5385	5051
516	5393	5039
517	5402	5026
518	5409	5013
519	5416	4999
520	5425	4987
521	5432	4974
522	5440	4961
523	5447	4948
524	5459	4939
525	5470	4929
526	5481	4919
527	5489	4906
528	5496	4894
529	5504	4881
530	5512	4868
531	5519	4855
532	5526	4842
533	5533	4828
534	5540	4815
535	5548	4803
536	5555	4790
537	5562	4776
538	5570	4764
539	5578	4751
540	5586	4739
541	5594	4727
542	5600	4713
543	5608	4701
544	5615	4688
545	5624	4676
546	5631	4663
547	5638	4650
548	5646	4638
549	5654	4626
550	5662	4614
551	5669	4601
552	5676	4588
553	5684	4576
554	5693	4564
555	5702	4553
556	5710	4541
557	5718	4530
558	5728	4518
559	5736	4507
560	5744	4495
561	5753	4484
562	5763	4473
563	5772	4462
564	5781	4451
565	5790	4440
566	5798	4428
567	5806	4416
568	5813	4403
569	5821	4391
570	5829	4379
571	5836	4367
572	5843	4354
573	5851	4342
574	5858	4330
575	5866	4318
576	5876	4308
577	5885	4296
578	5892	4284
579	5900	4272
580	5908	4260
581	5915	4248
582	5924	4237
583	5931	4225
584	5939	4213
585	5947	4201
586	5965	4197
587	5982	4191
588	5996	4184
589	6010	4177
590	6021	4166
591	6030	4156
592	6037	4144
593	6045	4131
594	6052	4119
595	6060	4108
596	6068	4096
597	6076	4084
598	6083	4072
599	6090	4060
600	6098	4048
601	6105	4036
602	6113	4025
603	6121	4013
604	6129	4002
605	6137	3990
606	6144	3978
607	6152	3966
608	6160	3955
609	6168	3943
610	6175	3931
611	6183	3920
612	6190	3908
613	6198	3896
614	6205	3884
615	6212	3872
616	6220	3861
617	6228	3850
618	6236	3838
619	6244	3827
620	6250	3814
621	6258	3803
622	6266	3791
623	6274	3780
624	6281	3768
625	6290	3757
626	6298	3746
627	6306	3735
628	6315	3724
629	6323	3713
630	6331	3702
631	6339	3691
632	6348	3680
633	6357	3669
634	6364	3658
635	6371	3646
636	6379	3635
637	6386	3623
638	6393	3612
639	6401	3600
640	6409	3589
641	6418	3578
642	6426	3568
643	6434	3556
644	6441	3545
645	6448	3533
646	6456	3522
647	6464	3511
648	6471	3500
649	6480	3489
650	6489	3478
651	6498	3468
652	6507	3457
653	6516	3447
654	6527	3438
655	6536	3427
656	6544	3416
657	6551	3405
658	6559	3394
659	6566	3382
660	6573	3371
661	6580	3359
662	6588	3348
663	6596	3337
664	6604	3326
665	6611	3315
666	6618	3304
667	6626	3293
668	6633	3282
669	6641	3271
670	6649	3260
671	6656	3248
672	6664	3238
673	6671	3226
674	6679	3215
675	6687	3205
676	6695	3194
677	6702	3183
678	6710	3172
679	6718	3161
680	6727	3151
681	6734	3140
682	6742	3129
683	6749	3118
684	6757	3107
685	6764	3096
686	6771	3085
687	6778	3074
688	6786	3063
689	6793	3052
690	6801	3041
691	6808	3030
692	6816	3019
693	6824	3008
694	6831	2997
695	6838	2986
696	6845	2976
697	6853	2965
698	6862	2954
699	6869	2944
700	6877	2933
701	6884	2922
702	6892	2911
703	6899	2901
704	6907	2890
705	6914	2879
706	6923	2869
707	6930	2858
708	6939	2848
709	6946	2837
710	6954	2826
711	6961	2816
712	6969	2805
713	6977	2794
714	6985	2784
715	6993	2773
716	7001	2763
717	7009	2753
718	7018	2743
719	7026	2732
720	7033	2721
721	7041	2711
722	7049	2700
723	7056	2690
724	7063	2679
725	7071	2668
726	7079	2658
727	7087	2648
728	7094	2637
729	7102	2626
730	7110	2616
731	7117	2605
732	7125	2595
733	7133	2585
734	7141	2574
735	7149	2564
736	7156	2553
737	7164	2543
738	7172	2533
739	7180	2522
740	7188	2512
741	7196	2502
742	7204	2491
743	7211	2481
744	7220	2471
745	7229	2461
746	7239	2451
747	7246	2441
748	7253	2430
749	7261	2420
750	7269	2410
751	7276	2399
752	7284	2389
753	7292	2379
754	7299	2368
755	7307	2358
756	7314	2347
757	7321	2337
758	7329	2327
759	7337	2317
760	7344	2306
761	7351	2296
762	7358	2285
763	7366	2275
764	7373	2265
765	7382	2255
766	7389	2244
767	7397	2234
768	7404	2224
769	7414	2214
770	7422	2204
771	7430	2194
772	7438	2184
773	7446	2174
774	7454	2164
775	7461	2153
776	7469	2143
777	7477	2133
778	7486	2123
779	7494	2113
780	7502	2103
781	7509	2093
782	7516	2083
783	7522	2072
784	7531	2062
785	7540	2053
786	7549	2043
787	7557	2033
788	7564	2022
789	7572	2012
790	7579	2002
791	7587	1992
792	7594	1982
793	7602	1972
794	7610	1962
795	7617	1952
796	7625	1942
797	7632	1932
798	7640	1922
799	7648	1912
800	7655	1902
801	7663	1891
802	7670	1881
803	7679	1872
804	7687	1862
805	7695	1852
806	7703	1842
807	7710	1832
808	7718	1822
809	7725	1812
810	7733	1802
811	7741	1792
812	7749	1782
813	7757	1772
814	7765	1762
815	7774	1752
816	7782	1743
817	7791	1733
818	7799	1723
819	7808	1714
820	7817	1704
821	7826	1694
822	7835	1685
823	7844	1675
824	7853	1665
825	7861	1656
826	7869	1646
827	7878	1636
828	7886	1626
829	7894	1616
830	7902	1607
831	7910	1597
832	7917	1587
833	7925	1577
834	7933	1567
835	7940	1557
836	7948	1547
837	7955	1538
838	7964	1528
839	7972	1518
840	7980	1508
841	7988	1499
842	7995	1489
843	8004	1479
844	8011	1469
845	8020	1459
846	8027	1450
847	8034	1440
848	8042	1430
849	8050	1420
850	8057	1410
851	8066	1401
852	8074	1391
853	8082	1381
854	8090	1372
855	8098	1362
856	8106	1352
857	8113	1342
858	8121	1333
859	8130	1323
860	8138	1313
861	8145	1304
862	8153	1294
863	8161	1284
864	8169	1274
865	8177	1265
866	8185	1255
867	8194	1246
868	8203	1236
869	8210	1226
870	8218	1217
871	8226	1207
872	8233	1197
873	8241	1188
874	8249	1178
875	8256	1168
876	8264	1159
877	8272	1149
878	8279	1139
879	8287	1130
880	8295	1120
881	8302	1110
882	8309	1101
883	8317	1091
884	8326	1081
885	8333	1072
886	8341	1062
887	8347	1052
888	8355	1043
889	8362	1033
890	8371	1024
891	8379	1014
892	8386	1004
893	8395	995
894	8403	985
895	8410	976
896	8418	966
897	8426	957
898	8435	947
899	8443	938
900	8451	928
901	8460	919
902	8469	909
903	8478	900
904	8487	890
905	8495	881
906	8503	871
907	8511	862
908	8519	852
909	8526	843
910	8534	833
911	8544	824
912	8562	815
913	8582	807
914	8598	798
915	8607	789
916	8614	779
917	8623	770
918	8631	760
919	8639	751
920	8647	741
921	8656	732
922	8663	722
923	8671	713
924	8679	703
925	8689	694
926	8696	684
927	8703	675
928	8711	665
929	8719	656
930	8726	646
931	8734	637
932	8741	627
933	8749	618
934	8757	608
935	8765	599
936	8773	589
937	8780	580
938	8787	570
939	8793	561
940	8801	551
941	8808	542
942	8815	532
943	8823	523
944	8829	513
945	8837	504
946	8844	495
947	8851	485
948	8858	476
949	8865	466
950	8873	457
951	8879	447
952	8887	438
953	8894	428
954	8903	419
955	8910	410
956	8917	400
957	8926	391
958	8933	381
959	8941	372
960	8948	363
961	8956	353
962	8963	344
963	8970	334
964	8977	325
965	8985	316
966	8992	306
967	9000	297
968	9008	288
969	9016	278
970	9024	269
971	9032	260
972	9039	250
973	9046	241
974	9054	232
975	9061	222
976	9069	213
977	9076	204
978	9084	194
979	9092	185
980	9100	176
981	9106	166
982	9114	157
983	9122	148
984	9129	139
985	9138	129
986	9144	120
987	9152	111
988	9159	101
989	9168	92
990	9176	83
991	9183	74
992	9190	64
993	9198	55
994	9205	46
995	9212	36
996	9220	27
997	9227	18
998	9235	9
999	9243	0
